报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2005-03-31,2004-12-31,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,1993-06-30,1992-12-31,1991-12-31,
净利润(扣除非经常性损益后)(万元),325,490,512,2985,1155,1584,--,6010,--,1673,--,546,--,-2692,--,-4677,--,-2776,--,-5554,--,-2770,--,-5547,--,-2775,--,-5542,--,-2765,--,-5533,--,-2769,--,-5543,--,-2774,--,--,-6567,-1363,-5524,--,-1801,--,-6556,-1120,-15784,-5899,0,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,
经营活动产生的现金流量净额(万元),-366,-472,-539,-918,-2475,-2160,-1121,-3449,-4664,-3946,-2873,5177,--,--,0,0,--,--,--,0,--,0,--,--,0,0,0,0,0,0,--,-0,-0,1,1,0,-0,0,-0,1,6,-2,0,3,0,-1,-4,-177,-661,-850,1017,534,-958,-601,--,--,--,--,--,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),-1326,-1388,-1336,-1447,-2767,-2431,-1278,-3450,-4275,-4366,-2966,4744,--,--,--,0,--,--,--,0,--,--,--,--,0,0,0,0,0,0,0,-0,-0,1,1,0,-0,0,-0,1,6,-2,0,3,0,0,-4,1219,-820,-859,1272,441,-298,-353,--,--,--,--,--,--,--,--,--,--,--,--,
总资产(万元),235228,235414,240542,239644,235294,242142,236957,235819,228695,228939,229933,228011,2,2,2,2,12274,12308,12341,12375,12409,12442,12476,12510,12544,12577,12611,12645,12679,12712,12746,12779,12813,12843,12862,12881,12897,12900,12932,14800,14840,16520,18039,17651,17686,17522,16502,21772,72307,80078,83375,84368,90306,128155,114947,130404,133327,146060,138318,153035,145304,122545,115008,--,77483,32330,
流动资产(万元),86318,86508,91407,90573,85996,93081,85001,86804,78717,79206,81157,78161,2,2,2,2,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,113,110,95,81,63,32,30,993,998,2566,4047,3621,3617,0,2354,0,0,0,0,40682,47033,74465,71690,83507,94206,101314,96907,106611,99082,91526,86975,--,56174,21935,
总负债(万元),10553,10583,15542,15264,12433,19149,11849,14428,9977,10462,12719,11187,194211,194201,191518,191509,201786,201773,199086,199065,196371,196348,193661,193645,190961,190941,188247,188234,185549,185523,182841,182826,180134,180125,177429,177394,174701,174644,171964,151744,151642,--,148274,145088,--,--,141212,124014,138948,135525,132969,125744,119722,113849,108489,97141,96249,108599,101321,114844,107542,85225,78096,--,58378,22816,
流动负债(万元),10218,10527,15012,15045,11732,18999,11394,14202,9525,10462,12719,11187,126359,124842,124823,124813,134287,134274,132743,132722,131185,131162,129632,129616,128088,128069,126530,126517,124989,124963,123437,123422,121887,121878,120338,120304,118767,118709,117186,151744,151642,148117,148274,145088,144197,0,141212,0,0,0,0,125530,119511,112703,107028,96841,95749,104208,96864,105223,98238,81600,74471,--,45652,20052,
股东权益不含少数股东权益(万元),224675,224831,225000,224380,222860,222993,225109,221391,218719,218478,217214,216824,-194209,-194198,-191516,-191506,-189512,-189465,-186744,-186690,-183962,-183905,-181185,-181135,-178418,-178364,-175636,-175589,-172870,-172811,-170095,-170046,-167322,-167282,-164567,-164513,-161804,-161744,-159032,-136944,-136802,-131597,-130235,-127437,-126511,-125590,-124711,-102254,-70155,-58588,-52689,-43662,-31651,12111,4437,32432,36002,35448,35122,36813,36279,36047,35451,--,18081,8467,
净资产收益率加权(%),0.13,0.2,0.23,1.34,0.01,0.72,0.38,2.82,0.87,0.77,0.45,80.85,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,--,--,--,--,--,0,0,0,0,0,0,0,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
