报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,
净利润(扣除非经常性损益后)(万元),-3581,-1599,907,358,6580,-28,1387,1377,1114,904,1291,1353,836,435,-25560,-14425,-7176,-1746,-15390,-9700,-5702,-3490,-9895,-6194,-3401,-1787,-14681,--,-3393,--,-18315,--,24,--,151,--,1147,--,-448,--,-85,0,-24902,0,-351,0,759,0,1451,--,2388,0,2025,0,568,0,1100,0,203,0,-202,0,-5552,0,-2280,0,-15331,-7489,-4632,0,-18783,-5429,-2101,-2296,-908,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),11915,2947,16282,8475,2849,1871,6298,8297,6314,4268,10862,9652,6194,2420,8231,-73,3246,598,9460,14900,10465,5814,16285,-222,-1837,3911,9032,-61,-4105,-180,-4776,-7393,-3187,-6871,2279,-10725,-12363,-4162,1792,4199,2988,3718,498,-3651,3713,-1530,10369,-6920,-3826,2484,10416,1528,-1649,4307,41218,2469,858,-6573,23377,-9021,8952,4043,27779,20677,16677,12155,-2459,0,-5853,0,5408,-6387,10600,-3246,1517,--,-8576,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),-5208,1344,-5367,-5610,3476,-1414,-14754,-8513,-10627,-9093,25013,4376,9283,636,-1191,2731,-170,2847,-13467,-9969,-15122,-13761,8861,6966,692,1660,-7947,-2869,-1623,-3978,-8812,-12160,-4846,-58841,-10432,-16821,4304,-8942,25426,17591,34528,5915,-12802,-16806,3534,-5117,-10509,-2805,-8499,-3432,296,-6680,-7555,-6540,-12888,3607,17885,-5417,39526,7370,7560,9278,-1051,26515,21453,20789,-10378,0,-9221,0,1375,-6128,2034,-5888,5159,--,-2615,--,--,--,--,--,--,
总资产(万元),129500,132274,146177,137855,142674,134110,130224,129712,132141,136539,155933,152030,156602,136467,155062,256001,249570,249578,238921,250721,264226,261529,274442,293563,291651,299504,288517,274906,285655,268742,269172,259496,266580,298289,319888,325058,397583,374826,347626,328681,329181,283192,272396,242574,246891,223498,253382,270730,259064,245272,219557,221988,247818,282016,268117,272772,264201,255557,251902,233224,210439,189618,169741,173471,156904,150861,110760,128793,136299,146396,155295,181135,184553,174435,207138,175038,191860,263957,280839,275608,299897,300160,300442,
流动资产(万元),64312,72653,85494,83943,87624,79963,74841,76394,78593,82210,100732,96110,99822,80162,98633,106108,99251,97558,83012,94166,107259,101592,113734,126914,124818,131571,119698,112064,123085,104267,104312,94439,101174,133927,155076,167802,242622,225931,200112,185732,190418,151416,141146,143607,149142,132273,163284,184928,174205,161157,134649,136035,160189,195276,180550,223970,214553,204579,199621,183926,161478,139690,119497,121995,102804,93338,--,0,0,95582,0,0,--,117784,0,112754,127739,200559,215670,201986,226475,243479,262640,
总负债(万元),103859,104514,116847,103130,107790,105625,101781,101251,104018,108586,128973,125013,130034,110331,129372,267769,254856,249476,237130,245531,255029,249821,259250,285217,280424,286721,274018,252047,260141,239871,240354,216581,218765,250518,272153,277643,349213,327695,301279,283846,283424,238756,228111,213150,217295,194796,224837,241526,229949,216323,191961,195041,221376,256179,243597,249307,240757,232879,230284,213334,191884,171649,152789,152280,137428,128869,94393,105523,110370,--,125022,137879,135082,122106,156866,126044,142944,143169,158027,153560,180196,184506,189620,
流动负债(万元),103859,104514,116847,103130,107790,105475,101631,100501,101569,105657,124114,117424,122245,103132,116523,253270,239233,234103,224708,230634,237633,236847,246277,274893,267270,273697,249324,221223,231367,200927,193611,164234,165373,208091,240726,247862,326468,304942,287742,271433,274590,235790,223513,212344,216788,194430,224122,241439,229500,209834,185506,195041,221376,256179,243597,249307,240757,232879,230284,213134,191684,171449,152589,152080,137228,128669,--,0,0,118461,0,0,--,120688,0,103589,118395,133513,148867,140065,167861,168286,182460,
股东权益不含少数股东权益(万元),25642,27760,29330,34725,34883,28281,28276,28299,27980,27820,26838,26893,26462,26052,25612,-11849,-5357,42,1732,5129,9142,11664,15138,8047,10933,12506,14244,22609,25276,28698,28647,42734,47627,47576,47491,47175,48173,46919,46107,44549,45446,44100,43942,29118,29246,28333,28210,28906,28790,28615,27214,26565,26034,25436,24072,22483,22358,22062,20927,19345,18037,17630,16557,13308,11886,14406,16310,23209,25863,27321,30099,43165,49108,49012,48778,48143,48004,119854,122812,122049,119701,115654,110823,
净资产收益率加权(%),-13.42,-5.5,3.66,20.47,21.04,0.02,5.22,5.3,4.17,3.59,4.68,4.88,3.32,1.7,174.84,0,0,-190.59,-158.82,-98.53,-49.39,-25.93,8.13,-55.16,-26.31,-13.9,-66.97,-23.56,-12.5,0.18,-49.5,-10.54,0.29,0.18,2.54,0.75,2.84,0.13,2.36,--,2.5,0,43.61,0,3.61,0,4.37,0,5.42,--,12.18,0,7.92,0,9.12,0,5.38,0,14.22,0,4.8,0,10.59,0,-15.3,0,-67.01,0,-15.14,0,-48.87,-12.05,2.94,0.48,0,--,-87.59,--,--,--,--,0,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
