报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1996-12-31,1995-12-31,1994-12-31,
净利润(扣除非经常性损益后)(万元),1991,833,8095,1287,1235,96,11626,3990,3909,1650,10213,5511,3726,637,51,-146,1988,-87,2,-1139,-728,--,-1493,--,-708,--,-1389,--,-658,--,-1465,--,-623,--,-1407,--,-635,--,-1562,--,-681,--,-1761,--,-792,--,-1619,--,-761,--,-2215,--,-705,-3678,0,-1960,0,-10802,--,-3787,0,-7719,-2981,-2107,--,-2263,264,1412,1333,4016,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),8129,-5371,-2179,-12088,-7849,137,930,-17377,-9376,-8428,-2602,-7278,-7496,-7571,-643,-1196,-999,-282,226,-39,-40,-11,-11,5,-39,-29,42,22,23,13,-104,82,57,61,126,64,56,39,-6,15,8,12,6,-1,2,-0,18,-24,-23,-5,135,10,-8,83,1247,144,106,-144,-84,-11,97,102,--,-365,--,-12533,-14293,728,459,4878,615,248,--,--,--,--,--,
现金及现金等价物净增加额(万元),3556,-9478,-2271,-11346,-9277,-172,5235,-7779,-3795,-8067,4699,467,-2045,-9123,7638,6574,6999,-282,235,-39,-40,-11,-11,5,-39,-29,40,22,23,13,-104,82,57,61,126,64,56,39,-6,15,8,12,6,-1,2,-0,-23,-24,-23,-5,-6,10,-8,56,90,141,97,-163,-172,-86,0,-460,--,-459,--,-1124,-1029,1226,688,-39,212,-1870,--,--,--,--,--,
总资产(万元),174668,168989,189937,153379,157324,155290,190465,169177,169580,151152,169566,143259,141900,140483,38552,24460,25678,11176,11202,17270,17403,17578,17701,17867,17963,18095,18233,18376,18513,18622,18737,19140,19236,19356,19427,19578,19667,19781,19873,20140,20231,20362,20507,20788,20910,21061,21198,22696,22835,22985,23125,26406,26531,33099,35313,36253,38869,38910,62642,62423,69754,69614,73838,74648,84596,76905,78310,58209,55497,50574,45951,44505,44226,42978,33346,27860,23349,
流动资产(万元),126818,117049,130530,92681,99339,98153,122235,98822,102982,92439,114179,98082,99552,99458,10270,9341,8788,1164,1188,1447,1448,1492,1484,1514,1478,1479,1486,1487,1492,1470,1454,1701,1654,1640,1579,1557,1513,1494,1454,1546,1504,1502,1514,1613,1601,1624,1624,2443,2447,2461,2465,5634,5623,11328,13365,14170,16609,16511,19330,18881,--,25663,25401,--,35642,0,0,30603,0,0,20297,18621,15586,15501,6919,6061,5985,
总负债(万元),76373,70733,92500,62745,64645,64625,99920,84751,85169,68235,88280,66527,67017,69055,739,120,111,79990,79927,69221,68942,68776,68513,68310,67989,67787,67551,67247,67035,66823,66601,66420,66164,65958,65732,65318,65104,64889,64674,65212,64974,64803,64622,64193,64028,63791,63528,63705,63463,63223,62992,62599,62336,60927,57521,60444,63386,61340,49956,49270,51625,50560,46994,46788,--,46577,44768,34790,34514,32291,28669,28712,31032,29979,21718,18427,15394,
流动负债(万元),76362,70715,92491,62722,64622,64586,99881,84741,85159,68225,88270,66496,66986,69055,739,120,111,66186,66124,54603,54324,54158,53894,53692,53371,53168,52933,52717,52505,52293,52071,51890,51634,51428,51202,50788,50574,50359,50144,50682,50444,50273,50092,49663,49498,49261,48998,63525,63283,63043,62812,62419,62156,60747,57341,60264,61603,61160,49776,49090,--,50380,46842,--,54317,0,0,34790,0,0,25941,25674,16179,15193,8493,6811,10506,
股东权益不含少数股东权益(万元),98295,98257,97437,90634,92679,90665,90546,84426,84411,82917,81286,76732,74883,71429,37813,24340,25567,-68732,-68644,-48709,-48298,-47956,-47570,-47202,-46786,-46451,-46077,-45642,-45293,-44973,-44635,-44135,-43794,-43468,-43171,-45770,-45468,-45139,-44833,-45107,-44779,-44477,-44151,-43466,-43180,-42792,-42392,-38383,-38001,-37612,-37240,-34716,-34329,-27951,-23123,-25109,-24268,-23784,10676,11342,15299,16148,23443,24343,26534,26460,29065,19822,19507,18158,17220,15735,13123,12916,11557,9832,7954,
净资产收益率加权(%),2.5,0.84,9.57,2.41,2.33,0.13,14.38,5.55,5.5,1.99,14.3,8.53,6.08,0.62,-179.99,--,-171.3,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,-39.55,--,-8.33,--,-8.12,2.14,8.88,0,0,--,19.68,--,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
