报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,1999-12-31,1998-12-31,1997-12-31,
净利润(扣除非经常性损益后)(万元),-435,-225,-1377,-902,-659,-272,-684,-545,-328,-85,-835,-788,-416,-330,-1938,241,558,268,1390,469,444,256,364,856,744,362,-556,--,-1352,--,-1834,--,-1430,--,-4220,--,-1059,--,-4863,--,-2014,0,-10310,0,-2925,0,-16311,0,99,--,-2505,0,1239,--,738,0,714,0,3517,0,1949,0,3280,0,1431,0,3271,2669,1151,0,2614,1061,6305,0,--,--,
经营活动产生的现金流量净额(万元),-100,-84,-8583,-125,-121,-80,-865,-824,313,376,-16549,-3029,379,-64,2756,1613,2568,8396,-7966,-5539,-5213,-5047,6533,1529,388,-1640,5408,7131,1268,490,407,3905,2193,144,9365,4253,4025,2794,-615,-50,386,586,-6129,-4484,-772,-468,6666,5652,6339,5891,9651,14775,16199,8111,266,5297,7091,5678,827,4310,7581,3322,6127,-1715,-6754,-3343,9837,0,-1410,0,-6712,-3572,2774,0,--,--,
现金及现金等价物净增加额(万元),-109,-92,-134,-179,-176,-93,-12093,-12014,-11687,-11622,-17758,-3663,240,-65,28480,27436,8918,8396,-3966,-5539,-5213,-5047,3478,-1508,251,-1657,1995,830,279,90,-2849,-2347,-2558,-2208,2793,595,843,361,-1098,-196,87,519,444,1638,8644,-755,-1520,-3597,-2361,632,1368,5643,647,--,-1979,-4819,1021,-888,844,1536,2327,-38,-9077,-8650,-2657,0,13176,0,-6817,0,-16435,-4048,25508,0,--,--,
总资产(万元),53601,54354,54490,54064,54200,58727,72359,62056,55415,57326,52019,50333,47547,47199,47452,50445,53958,48179,48078,43705,44882,44827,48722,45129,48222,49645,52665,63493,58553,54079,53800,57773,55272,56113,58605,60712,60629,65024,64002,60228,60599,62031,62636,68350,72872,80031,81895,91683,90589,108396,110243,116546,111937,121861,124494,119944,119251,121061,127901,127467,122075,118586,111732,106585,100674,96927,95849,97063,70261,70172,73276,76372,68012,27035,22164,13741,
流动资产(万元),38446,39105,39128,21531,21610,25973,39581,29223,22524,24361,30982,39766,36985,36591,36784,44602,48043,41986,41810,32302,33362,33125,36902,33015,35979,37266,40201,50754,45684,41126,40773,39832,37162,37384,39776,41750,41343,45345,44388,27273,26650,27642,27611,31917,36214,42948,44000,32770,30368,50631,52490,56452,50755,--,64831,61397,60272,61263,67504,71759,66193,62882,63958,67129,73372,--,--,0,0,51643,0,0,0,0,13921,9384,
总负债(万元),16995,17538,17450,15486,15339,19674,33047,22366,15440,16628,11558,11060,7932,7735,7672,8874,12247,10226,10383,6581,7784,7947,12042,8304,11506,13303,16664,32274,26512,21370,20396,27545,24448,25874,27405,26695,26264,30078,28465,27872,27436,27522,27426,26916,30133,35640,36049,38005,36515,43719,47270,52018,54926,--,61270,56432,56725,56007,64428,61955,58800,57710,52215,58055,54464,--,51923,--,31010,--,35996,38478,30912,11442,10472,4413,
流动负债(万元),16995,17538,17450,15486,15339,19674,33047,22366,15440,16628,11558,11060,7932,7735,7672,8874,12247,10226,10383,6581,7784,7947,12042,8304,11506,13303,16664,32274,26512,21370,20396,27545,24448,25874,27405,26153,25722,30028,28415,27872,27436,27522,27426,26916,30133,35640,36049,38005,36515,43712,47270,52018,54926,--,61270,56432,56725,56007,64428,61955,58800,57710,52215,58055,54464,--,--,0,0,26437,0,0,0,0,10472,4413,
股东权益不含少数股东权益(万元),33484,33693,33910,34480,34749,34994,35249,35510,35885,36626,36667,35650,36013,36094,36444,38569,38807,37529,37269,36694,36669,36450,36250,36391,36280,35904,35561,30777,31598,32261,32955,29775,30373,29876,30816,33474,33801,34354,34935,31716,32516,33860,34562,40695,41996,43675,45119,52580,52967,53038,52303,55514,52116,51743,51128,51705,50990,52396,51528,49380,47829,46637,45870,43823,42338,41641,41112,39928,38457,37547,37091,37706,36433,15110,11311,9328,
净资产收益率加权(%),-1.3,-0.61,-3.87,-2.21,-1.43,-0.73,-3.99,-3.26,-2.21,-0.11,0.61,-2.2,-1.19,-0.96,-2.24,3.43,4.04,0.69,2.77,1.22,1.15,0.55,1.92,2.31,2,0.96,7.61,-6.83,-4.2,-2.13,6.29,-3.44,-1.45,-3.1,-12.53,-4.27,-3.03,-1.92,1.15,--,-6.1,0,-31,0,-7.17,0,-16,0,1.09,--,2.27,0,1.91,--,2.46,0,2.03,0,10.93,0,3.57,0,10.94,0,2.9,0,10.27,7.11,4,0,9,3.65,30,29,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
