报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,
净利润(扣除非经常性损益后)(万元),215,-14,-141,-104,-66,-99,61,-5,15,-127,574,677,366,225,414,381,144,-82,-26,71,49,-54,-516,-26,-80,--,-11,--,-227,--,-706,--,-465,--,-920,--,-241,--,-849,--,-429,0,-2616,0,-761,--,-2415,0,-1943,--,-8978,0,-353,0,-11706,0,-896,0,-389,0,-177,0,5,0,96,0,786,1547,868,0,998,542,2144,462,-942,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),248,67,851,580,469,323,593,541,383,289,304,424,180,98,253,130,218,22,285,-21,-102,-160,185,110,62,-59,894,367,232,139,1428,1488,954,790,1134,-111,-627,-437,-248,-282,-148,-192,-328,864,1793,407,-4581,-1590,357,-460,4465,4470,1826,489,12651,12517,10493,3525,4706,-3153,-5685,-2592,6211,1234,4031,-2820,-5126,0,1742,0,-3355,190,2188,-1856,3001,--,-405,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),-1146,-1327,899,-2473,-2072,-1872,-1025,-2944,-2886,-3011,890,-2161,-2525,-2352,2614,34,8,179,-191,-295,-392,1052,368,176,224,1103,-262,-199,-248,-198,-436,6,-709,-633,727,1545,82,91,-90,-41,64,-87,-1371,-1062,-1221,-682,1171,444,-13,49,-632,-428,-468,-411,-1223,-1261,-1143,1100,-4641,-4748,-3213,-1342,-7182,-5150,-1500,-4700,-2112,0,205,0,-1866,-416,14574,-1089,919,--,-3018,--,--,--,--,--,--,
总资产(万元),10039,9838,9902,9718,9689,9666,9628,9423,9319,9176,9163,8877,8378,8232,8020,7951,7862,7540,7708,7621,7666,7602,7920,8344,8371,8347,8568,9827,9387,9571,10078,10732,10278,10458,11442,14030,12779,12868,12720,13377,12573,12602,12845,14635,14724,15660,16577,20200,24347,26129,26675,43133,44964,44254,44499,59453,59069,76724,81377,78453,78701,80963,82170,79660,81115,84103,87117,80542,80609,84019,84738,85394,80126,65233,62942,60254,54333,50654,50556,47740,44991,35923,22077,
流动资产(万元),6252,6090,5956,5649,5494,5332,5037,4790,4560,4439,4128,3997,3570,3435,3072,3008,3033,2779,2754,2725,2700,2641,2792,1880,1952,2874,2891,321,270,321,537,1006,396,364,1012,2724,1190,1510,1215,1911,1621,1615,1679,3711,3654,4322,5076,6191,6211,7774,7780,16348,17802,16718,16493,36198,35387,53993,57007,51236,47154,49107,50882,55698,56928,--,--,--,0,57821,--,0,0,29788,0,25926,31658,25285,25948,27264,27301,27091,16523,
总负债(万元),2179,2211,2293,2193,2131,2193,2159,2082,2038,2063,2123,2271,2083,2120,2132,2060,2209,2146,2241,2167,2251,2288,2564,2220,2301,2322,2417,3912,4086,4256,4550,5097,4899,5193,6583,9692,9156,9183,8899,8724,7653,7498,7498,7336,7521,8303,8899,13821,17907,19130,19093,19811,21019,19929,20189,21852,21349,40063,43663,41522,41862,44308,39458,37293,38945,41799,45099,38885,40378,--,45477,45162,39178,25991,24211,23676,22095,22015,21869,19147,17413,11094,10113,
流动负债(万元),2054,2086,2167,2067,2005,2067,2033,1979,1935,1961,2020,2169,1980,2018,2029,1957,2106,2043,2138,2064,2148,2185,2461,2118,2198,2219,2314,3809,3984,4154,4447,4841,4643,4937,6327,9590,9054,9080,8796,8621,7551,7395,7395,7233,7419,8200,8796,13718,17804,19027,18990,19708,20916,19827,20086,21749,21246,39960,43561,41419,41759,44206,39355,37190,38842,--,--,--,0,43051,--,0,0,16958,0,16514,14933,15883,15737,13015,12951,11094,10113,
股东权益不含少数股东权益(万元),7522,7289,7270,7185,7218,7132,7127,6998,6936,6765,6692,6272,5961,5775,5549,5548,5310,5051,5123,5121,5082,4980,5023,5732,5678,5633,5758,5522,4907,4921,5134,5248,4996,4899,4561,4127,3477,3539,3674,4557,4819,5004,5246,6956,6867,7039,7354,5809,5846,6385,6943,20933,21478,21814,21756,33426,33479,33456,33417,33546,33439,33339,33316,32444,32347,32498,32229,32285,31518,30902,30737,30925,31139,29375,28998,29155,29136,25576,25555,25665,24737,24465,22041,
净资产收益率加权(%),3.4,0.29,1.89,0.72,1.22,0.07,6.3,4.46,3.58,1.08,17.06,12.23,7.15,3.98,7.99,7.96,3.59,-1.41,1.98,1.94,1.18,-0.85,-13.64,-0.45,-1.39,-2.19,7.14,7.28,-4.51,-4.23,11.81,13.99,9.09,7.14,21.56,11.62,-5.49,-3.74,-35.25,--,-8.48,0,-41.81,0,-6.85,--,5.75,0,-17.15,--,-68.47,0,-1.29,0,-42.27,0,0.19,0,0.29,0,0.36,0,2.02,0,0.37,0,2.67,0,0,0,7.71,2.15,7.13,0,-2.47,--,13.19,--,--,--,0,0,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
