报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1996-12-31,1995-12-31,1994-12-31,
净利润(扣除非经常性损益后)(万元),-6504,-4235,-13837,-7811,-4797,-2954,3022,2506,2332,2848,-8715,-3454,-2682,-4126,-9439,-1954,-2929,-1786,-3111,-3501,-2097,-768,-12774,-11271,-5224,--,-3859,--,374,--,785,--,-1046,--,-11429,--,-3952,--,-4640,--,-2459,0,-8394,0,-256,--,-4756,0,-1110,--,-12303,0,-8740,0,2350,0,1649,0,941,0,388,0,-6115,0,268,0,-1412,536,499,--,1371,572,1807,1080,-2933,--,--,--,--,--,0,0,
经营活动产生的现金流量净额(万元),-220,-228,-5629,-8039,-8061,-5054,5970,879,543,1476,-11474,-1318,-1621,-2237,4537,-1695,-3692,-4199,-187,409,-143,-4437,30095,356,-1954,-1806,11488,6204,3118,1104,9891,9367,8259,41,-5659,-4727,82,499,-3931,-392,-3108,-3259,-10103,-11037,-11166,-3792,2111,2472,3042,1231,13721,11127,13994,-1071,25765,4503,-997,-4098,5355,1032,195,2570,436,-1135,-3082,725,446,0,5192,--,474,-260,-883,-367,-3351,--,-9598,--,--,--,0,0,
现金及现金等价物净增加额(万元),-220,-228,-2420,-2709,-2731,-2458,2379,44,-24,186,-600,-19,-42,-200,-121,198,-571,390,21,-658,1457,352,-552,2018,108,2683,-633,5074,3294,-168,-3449,-2717,-3365,-332,-1045,-2085,3501,9588,963,-2035,-2658,-2634,-18464,-20428,-19809,-9012,-16446,-9689,-4399,-1502,10349,13983,17287,-1200,24784,4094,-1064,-4131,1716,-627,-369,1521,1411,-725,-958,1708,795,0,5124,--,-676,-1609,-973,232,-666,--,-4054,--,--,--,0,0,
总资产(万元),71819,75017,74259,79294,79632,82300,89827,92216,85996,90224,87459,88129,88230,87754,90454,94421,95066,96595,93735,111613,106400,130322,112947,97679,102221,103534,96985,100743,101653,99111,91964,98808,99429,107286,107590,99082,106928,110368,96893,79823,73159,66604,67243,57608,57747,64492,68270,66680,68918,69440,67615,74962,76897,72962,77689,73907,70723,76159,69473,72146,72767,75646,76222,86464,88891,85787,83314,79724,74624,65583,83630,76788,93813,96061,94992,98449,92074,89040,87359,58051,55193,50703,
流动资产(万元),16940,18948,16991,20798,19949,21432,29415,31004,23629,26724,22815,22444,21378,19917,21762,25148,24611,24976,20964,37742,31494,53450,35007,22033,25724,26311,18808,21694,22275,18870,10648,10835,10364,16841,16119,7655,15037,19078,9122,5937,5090,5118,12297,8218,8615,18317,26627,34930,40917,44925,44826,52389,54384,50175,54407,50776,47151,51596,44160,46047,45965,48412,47888,58143,59440,--,--,--,--,34124,--,0,--,0,0,56318,47790,42829,38470,25980,29979,28852,
总负债(万元),72934,73945,68944,67640,65102,65947,70648,72990,67050,70956,71162,66545,65883,66857,65431,61892,63507,63773,59269,81811,104068,126421,108407,91248,89864,88342,79679,82548,80348,78020,71036,77159,80328,88483,87699,76746,79355,79336,65361,44391,36561,28798,28186,22687,19624,26131,29890,31705,33310,33558,30867,30653,31916,25794,25096,22107,19270,24880,19661,22574,24028,27087,27872,31336,33722,30841,28403,22359,17365,8347,26866,20543,38068,41044,41044,38890,32735,29354,28750,31251,34193,29703,
流动负债(万元),65226,66237,61236,54040,51502,52347,67648,72990,67050,70956,71162,66545,65883,66857,65431,61892,63507,63773,59269,81811,104068,126421,108407,86248,84864,83342,74679,72548,70348,68020,61036,62159,65328,73483,72699,61746,64355,64336,50361,44391,36561,28798,28186,22687,19624,26131,29890,31705,33310,33558,30867,30653,31916,25794,25096,22107,19270,24880,19661,22574,24028,27087,27872,30336,32722,--,--,--,--,8347,--,0,--,0,0,33542,27387,21715,21874,23611,34193,29703,
股东权益不含少数股东权益(万元),-1115,1072,5315,11654,14530,16353,19179,19226,18946,19268,16298,21583,22348,20897,25022,32528,31559,32822,34467,29803,2332,3901,4540,6430,12358,15192,17305,18195,21305,21091,20928,21648,19100,18802,19891,22336,27574,31032,31532,35432,36598,37807,39058,34921,38124,38361,38380,34975,35608,35882,36748,44309,44981,47168,52593,51800,51454,51279,49811,49573,48739,48558,48350,55128,55169,54946,54912,57365,57259,57236,56764,56245,55745,55018,53948,59559,59339,59685,58610,26801,21000,21000,
净资产收益率加权(%),--,-132.86,-113.21,-50.76,-28.47,-16.65,16.24,14.55,13.68,16.01,-42.23,-14.86,-11.36,-17.98,-31.75,-5.85,-8.87,-5.31,5.43,-22.56,-71.77,-18.19,-116.88,-94.91,-35.14,-13.92,-18.95,-13.97,1.79,0.78,5.08,8.46,-4.05,-5.63,-45.27,-34.14,-13.39,-1.6,-21.32,--,-6.5,0,1.75,0,-0.67,--,4.34,0,-3.15,--,-35.63,0,-15.6,0,5.43,0,3.24,0,2.98,0,0.8,0,-12.71,0,0.47,0,-3.32,0,0.88,--,1.81,1.01,3.27,0,0,--,1.24,--,--,--,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
