报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,
净利润(扣除非经常性损益后)(万元),-3013,--,-5906,--,-3016,--,-5907,--,-2985,--,-5973,--,-3026,--,-5968,--,-2969,--,-5981,--,-2910,--,-6030,--,--,--,-6153,--,-2973,0,-5719,0,-2775,0,-3028,0,-6982,--,-3139,-2843,0,-11314,0,-3386,0,-13427,0,-20635,0,-5975,176,110,--,578,7399,5651,3328,4633,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-33,-20,109,-33,-14,-46,-27,-30,-28,-30,-85,-43,-30,-34,-82,0,-8,-2,-25,-84,-53,-22,2,15,39,67,-26,-30,42,20,-841,71,71,-605,-550,-470,344,-75,142,1488,-150,-1719,535,282,439,1341,-2422,-366,-591,-3147,0,-1126,--,2435,3338,-4904,-616,502,-1292,-8200,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),-35,-22,108,-34,-15,-46,--,-34,-33,-34,-86,-44,-31,-34,-83,-2,-10,-3,-4,-85,-53,-22,1,15,39,67,-18,-32,40,20,198,327,333,-482,-487,-434,534,-139,140,525,-352,-3280,-3253,-3366,-1511,-2022,1222,4175,-904,-7017,0,-5805,--,1859,-2462,8350,3222,-2375,-315,1886,--,--,--,--,--,--,
总资产(万元),27457,27544,27702,27609,27730,27775,27908,27884,27946,28019,28123,28074,28134,28227,28331,28633,28719,28712,28767,27960,28097,28265,28489,28687,28636,28759,28826,28996,29181,29267,29304,33369,33491,33208,33290,33496,34116,35901,36055,44975,43481,43571,52028,53170,54361,56963,90189,93743,102240,105119,111106,108735,111148,110096,108030,105753,84743,74895,73567,64359,51088,42494,36506,35120,32354,29010,
流动资产(万元),21928,21946,22037,21873,21925,21902,21966,21871,21863,21867,21906,21781,21772,21795,21830,22057,22073,21972,21957,21048,21084,21157,21310,21414,21269,21259,21255,21173,21286,21408,21267,21835,21888,21118,21076,21201,21730,21313,21378,26135,23898,24290,30181,31400,32563,35214,67178,69533,--,--,--,--,88675,--,0,0,0,0,56443,46687,39742,31127,27708,26692,24834,22174,
总负债(万元),171878,170510,169115,167639,166246,164810,163409,161970,160579,159177,157776,156262,154836,153387,152007,150832,149394,147950,146473,144180,142735,141482,140216,138886,137359,135939,134521,133100,131690,130379,128840,133056,131640,126793,125371,27634,0,122358,120933,95960,90754,89203,82669,82091,81643,82492,80366,82667,71062,73263,71701,69406,71930,70927,61095,65247,60856,54586,51550,45461,34033,31088,25532,24879,23355,20544,
流动负债(万元),158061,156694,155298,153822,152429,150993,149592,148153,146762,145360,143959,142445,141019,139570,138190,137015,135577,134133,132656,130364,128918,127665,126400,125069,123542,122122,120704,119283,117873,116562,115023,119239,117823,112976,111554,110219,0,108044,106620,95485,90268,88706,81861,81272,80813,80632,80000,82293,--,--,--,--,71921,--,0,0,0,0,48962,43199,32053,29108,25032,24879,23355,20544,
股东权益不含少数股东权益(万元),-144412,-142957,-141404,-140026,-138512,-137031,-135497,-134083,-132630,-131155,-129654,-128189,-126702,-125165,-123681,-122204,-120680,-119243,-117712,-116224,-114640,-113220,-111730,-110203,-108728,-107184,-105700,-104110,-102517,-101016,-99548,-99709,-98180,-93650,-92139,-90609,-89140,-86710,-85137,-51125,-47387,-45752,-31477,-29786,-28255,-26544,8328,9292,29289,29926,37242,37179,37113,37033,45764,40214,23559,20244,22017,18898,17018,11371,10946,10220,8999,8466,
净资产收益率加权(%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,0,0,0,--,0,--,0,0,--,--,0,0,0,0,0,0,0,0,0,0,-21.15,0,0,--,1.45,17.48,24.37,0,25.22,--,13.82,--,--,--,0,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
