报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2004-12-31,2003-12-31,2002-12-31,2002-06-30,2002-03-31,2001-12-31,2001-09-30,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,1992-12-31,
总资产(万元),2779,2880,3566,5869,5876,6071,6043,7021,7082,7118,7059,2484,2542,5741,6247,3458,9269,2616,2904,21538,22086,22127,22420,23393,23941,24377,24517,25677,26136,26417,26777,26949,27213,28118,28449,27823,27930,28361,28718,29438,29488,29727,40383,45476,51728,55688,61065,64883,132698,130434,133010,144971,142677,156245,151081,146908,135454,141395,141934,139317,135550,126558,121877,112371,101036,50039,
流动资产(万元),251,306,948,2519,2486,2612,2541,3455,3455,3444,3341,2443,2501,5684,6207,3458,9269,142,327,8125,8367,8101,8123,8830,9091,9124,9060,9936,10081,10051,10092,10226,10032,10477,10349,9568,9216,9188,9085,9621,9212,8992,11877,15153,19238,--,27733,0,89056,0,0,0,93280,106169,101673,99083,88076,91242,90943,92523,97395,90444,86779,77960,68861,35936,
总负债(万元),4611,4980,5538,4634,4546,4531,4283,3409,3138,2935,3206,1035,1033,4184,4551,272205,296108,281826,280576,253642,251793,249469,247420,244963,243091,240987,238788,236594,232548,230299,228074,225531,223068,218977,216689,213537,211051,208734,206407,203717,201113,198668,165795,157759,149661,146031,144874,145733,134504,132213,131529,131270,126510,128184,123076,120939,107535,98881,96502,91379,89052,76690,72081,67072,53639,38850,
流动负债(万元),4611,4980,5538,4634,4546,4531,4283,3409,3138,2935,3206,1035,1033,4184,4551,239986,263889,250560,249309,253642,251793,249469,247420,244963,243091,240987,238788,236594,232548,230299,228074,225531,223068,218977,216689,213537,211051,208734,206407,203717,201113,198668,165795,157759,149661,--,144874,0,134504,0,0,0,103556,99644,95173,94421,81840,75950,75301,69919,69234,59330,57275,57779,46481,31424,
股东权益不含少数股东权益(万元),-1832,-2100,-1972,1235,1331,1540,1761,3612,3944,4183,3853,1557,1509,1557,1696,-268746,-286838,-279210,-277672,-232104,-229707,-227342,-225000,-221570,-219149,-216610,-214271,-210916,-206412,-203882,-201297,-198582,-195854,-190859,-188240,-185714,-183121,-180373,-177689,-174279,-171625,-168941,-125412,-112282,-97933,-90343,-83809,-80850,-1806,-1779,1481,13700,16167,28061,28005,25970,27919,42514,45432,47938,46498,49867,49796,45299,47397,11189,
净资产收益率加权(%),0,0,--,--,-32.31,-14.33,--,--,2.34,8.21,--,--,-11.66,-2.13,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,0,0,0,0,0,0,-144.38,0,--,--,--,--,--,--,0,0,0,0,0,0,0,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
