报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1997-12-31,1996-12-31,
净利润(扣除非经常性损益后)(万元),4700,1368,8790,4788,3080,973,5623,3457,2729,436,5787,4131,3099,268,5870,3438,1836,320,5133,4194,1877,454,5422,5849,2018,--,5833,--,1192,--,3871,--,1330,--,7004,--,2523,--,6813,--,988,0,2911,0,744,--,5333,0,1944,--,960,0,752,0,397,0,244,0,-380,0,-15,0,-465,0,44,0,-5,95,407,--,2348,1583,2544,1457,3097,--,--,--,--,
经营活动产生的现金流量净额(万元),6667,-9355,21582,2259,-23208,-26097,16678,3272,640,-9684,-8731,4593,1730,-7566,50175,42433,25622,3260,20543,17731,17265,-6385,5273,4927,-8611,-19439,32308,42141,24915,3409,2897,-8807,-16578,-16212,11106,-24494,-24050,8250,37639,36511,29323,35198,6548,3273,-6997,-16447,31064,7117,10123,-19,18777,6516,7312,3285,2084,4919,2646,3907,6265,4728,4462,1741,6325,4929,4572,1135,-2284,0,-1941,--,2630,4022,1472,362,308,--,--,--,--,
现金及现金等价物净增加额(万元),-7416,-4919,7757,1952,-14761,-22113,23964,-5562,10451,-238,-25210,-16153,-16354,-18284,8628,-2179,2946,-12312,2606,18715,15024,410,-2984,18218,8402,-7562,534,9400,3031,2664,1550,3142,-4231,-3400,-12923,-40482,-26913,9730,15250,36119,32190,36948,2848,4084,-2620,-5503,7672,-618,5071,3769,14169,4314,4168,2892,4178,4302,3678,4010,1943,285,1356,1556,5213,5396,8405,1470,-1853,0,-2451,--,1483,3865,-11876,839,17177,--,--,--,--,
总资产(万元),494296,485835,486119,482157,479173,461578,470159,450896,466006,420763,435107,439402,425188,422299,444113,433471,442724,404141,414709,412114,406978,395958,385168,407879,422387,373691,380799,376524,367920,374100,368334,305198,308001,317152,298587,274692,271045,268939,256435,255276,239028,235589,198294,198449,204810,195410,179038,175677,167684,156117,143749,122306,114149,112342,112575,109417,106243,105825,102566,92325,97979,97002,93185,88996,88951,79455,74845,73841,75809,76323,70449,70287,57169,65775,59073,54594,33675,36103,30657,
流动资产(万元),343262,332187,330194,326619,323141,304866,310781,289186,302375,255769,267148,273164,257370,254102,279178,273421,290478,283055,297014,311203,312857,304556,292797,307140,316955,266775,273341,265274,255125,261309,256411,193860,197247,211445,192294,191267,187910,189960,175874,175497,162282,158517,122209,120505,130097,131613,118724,127448,122785,113314,101509,87884,80512,80229,81099,78837,75526,75134,71631,63224,68542,67128,62897,57588,57091,--,41963,--,44625,43703,37513,42252,0,57175,0,45701,25091,27288,20871,
总负债(万元),334187,328084,331097,332307,331953,318439,328975,313009,327318,286389,301671,309498,297783,297878,320807,311943,324985,289542,302835,301691,297896,289426,279369,306675,325311,278867,286645,286811,281142,287311,282060,219013,221903,232972,215164,198152,199032,198312,186270,192432,180210,177330,140860,144740,149802,141016,125252,125293,118345,108580,98383,80329,72422,71173,71725,69163,66030,65622,62464,52068,57981,57017,53273,49204,49102,39405,34837,33925,35277,36400,30744,31575,21038,29670,24425,22714,22755,26014,21223,
流动负债(万元),296569,289162,290639,285445,285429,271772,282433,263963,277681,237248,251983,254509,246129,245394,271316,269738,275418,270431,283360,281998,289893,269200,264647,292096,310705,276233,283983,273142,267432,273579,268309,215079,217969,229053,211246,185988,186676,185956,185603,189976,177753,174837,138404,134227,147036,137974,122483,124320,117661,107020,97103,79197,71291,70040,70601,68049,65224,64809,61659,51281,57203,56243,52499,48431,48338,--,34082,--,34525,34950,29374,31493,0,29588,0,22032,20905,24164,19823,
股东权益不含少数股东权益(万元),129562,127922,125690,121572,119524,116343,114718,111908,112875,109341,108713,105789,103839,100964,100396,98701,96138,93887,93381,92530,92224,90374,89743,85552,82786,80922,80380,76863,74509,64903,64492,62897,63836,62605,62235,59684,56137,54650,54363,51422,48970,48227,47744,45949,47654,47388,46805,44533,43544,42420,40624,40468,40211,39710,39410,39305,39271,39163,39044,39205,38935,38914,38815,38783,38835,38841,38785,39002,39603,39036,38818,37822,36131,36105,34648,31880,10919,10088,9434,
净资产收益率加权(%),4.85,1.74,9.16,5.83,4.11,1.39,7.39,4.97,3.76,0.58,7.94,5.22,3.37,0.56,7.2,5.49,2.89,0.52,6.42,5.57,2.74,0.7,11.03,6.23,2.95,0.67,8.89,6,2.61,0.64,7.14,4.76,2.54,0.59,13.59,9.42,3.22,0.53,12.96,--,2.53,0,6.92,0,1.8,--,12.34,0,5.14,--,3.03,0,2.01,0,0.85,0,0.58,0,0.44,0,0.31,0,0.28,0,0.15,0,0.28,0,0.87,--,6.48,4.33,7.06,0,0,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
