报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2003-12-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-09-30,2001-06-30,2001-03-31,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,1992-12-31,1991-12-31,
净利润(扣除非经常性损益后)(万元),-221,-112,-520,-381,-158,-39,-437,-300,-246,-99,-1503,-403,-325,-241,157,--,-1911,--,-3839,--,-1913,--,-3774,--,-1925,--,-3841,--,-1921,--,-3766,--,-1928,--,-3862,--,-1922,--,2001,--,-2712,--,0,-5481,0,-3015,-12649,0,-4136,-2890,0,-21797,--,-3575,0,-10663,-2918,-12243,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-119,-152,168,9,5,10,-132,-124,-116,-107,-3782,-1360,-1288,-5624,-75,-23,-17,-12,-26,-21,-17,-11,-41,-35,-26,-15,-36,-26,-18,-10,-42,-34,-24,-15,-37,-28,-18,-10,-41,-29,-18,-9,-20,-62,-47,-30,-83,0,0,-52,0,-125,--,599,0,3507,0,803,--,3178,--,--,--,--,--,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),-119,-152,168,9,5,10,-133,-127,-117,-108,1163,1127,1146,807,135,-2,-3,-0,-2,-3,-3,-3,3,1,-0,1,-0,-1,-0,-1,1,0,0,-0,-0,1,0,-0,0,1,1,0,1,0,1,-0,-1,0,0,-3201,0,3197,--,-16,0,-117,-44,-1418,--,-484,--,--,--,--,--,--,--,--,--,--,--,--,
总资产(万元),3858,3825,3978,3826,3820,3851,3820,2034,2041,2053,2193,3085,2898,1800,1032,14401,14520,14638,14762,14826,14944,15063,15186,15494,15616,15739,15867,16006,16126,16247,16370,16754,16877,16999,17126,17463,17585,17706,17828,18243,19955,20086,23012,23137,23267,23391,23650,30863,30881,30978,47330,13055,135619,135793,135839,137165,146316,151353,160568,166142,112663,116715,116625,113695,108951,77742,76126,72201,45769,42259,18591,12106,
流动资产(万元),3838,3805,3957,3804,3798,3828,3797,2010,2018,2028,2169,3060,2889,1792,1024,-1661,-1655,-1650,-1638,-1687,-1682,-1676,-1665,-1470,-1461,-1450,-1435,-1409,-1401,-1393,-1383,-1112,-1102,-1092,-1078,-854,-845,-836,-827,-525,-698,-689,280,279,285,284,292,6725,--,0,44402,10095,116617,0,116479,0,0,0,131483,134446,88282,92236,100651,97525,90472,59536,58781,55407,37708,32659,13100,7514,
总负债(万元),80063,79921,79958,79667,79438,79350,79280,76827,76780,76644,76686,82971,82706,76957,75948,139370,138626,137789,136957,136050,135212,134377,133542,132959,132122,131285,130448,129626,128787,127949,127110,126618,125779,124940,124101,123458,122619,121779,120940,120665,129127,127903,109564,108318,90354,88835,86078,80812,79511,78362,34441,79756,130490,128802,0,125772,124150,125361,119795,121577,80386,85751,86264,84538,83491,55571,51838,50064,-8335,35758,0,0,
流动负债(万元),80063,79921,79958,79667,79438,79350,79280,76827,76780,76644,76686,82971,82706,28380,23639,137127,136383,135547,134715,133807,132969,132134,131299,130716,129880,129043,128206,127384,126545,125707,124867,124376,123537,122697,121858,121216,120376,119537,118698,118422,126885,125660,107322,106075,88111,86592,83835,78569,--,0,32199,79756,124535,0,120115,0,0,0,110055,111954,78925,84290,84803,83077,83491,55571,51838,48578,37434,35758,14446,11041,
股东权益不含少数股东权益(万元),-76206,-76096,-75980,-75841,-75618,-75499,-75460,-74793,-74739,-74592,-74493,-79886,-79808,-75158,-74916,-124969,-124106,-123151,-122195,-121223,-120268,-119314,-118355,-117465,-116507,-115546,-114581,-113621,-112661,-111702,-110740,-109864,-108902,-107941,-106974,-105995,-105034,-104073,-103112,-102422,-109173,-107816,-86552,-85181,-67087,-65443,-62428,-49949,-48630,-47384,12889,-66702,-4562,-2768,-563,842,10449,13919,27366,30752,30725,29425,28208,27004,22958,21526,22204,20415,8335,6415,2788,1065,
净资产收益率加权(%),--,--,--,--,--,--,--,0,0,--,--,0,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,--,--,0,0,-163.54,0,0,--,--,--,--,--,0,0,0,0,--,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
