报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2005-09-30,2005-03-31,2004-12-31,2004-09-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2001-03-31,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1994-12-31,1993-12-31,1992-12-31,
净利润(扣除非经常性损益后)(万元),1218,903,188,909,740,526,179,1079,1098,480,1161,2444,1434,531,294,208,--,455,--,29,--,--,-8016,--,0,-11423,--,-5095,--,-9452,-7814,0,-43386,-32042,--,--,--,--,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-13953,-7157,-2875,3097,-1972,-1618,-3377,3561,1573,2072,-535,4570,-1707,-1901,-1754,-2833,-23400,-18364,-2603,-2806,-16,-2,2097,16,27,-41,-30,-20,--,-48,0,0,540,569,-93,-487,-8339,--,--,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),-9112,-9652,-6958,6653,-3506,-4310,-4175,659,-3396,-1453,-1176,1336,-1688,-1784,-1369,-3356,0,8094,12773,6018,-16,-2,-2,16,27,-63,-38,-25,--,-103,0,0,-138,364,-43,-148,-1168,--,--,--,--,--,--,--,--,--,
总资产(万元),60608,59671,57436,59092,51403,46631,44679,47784,37844,38328,37951,36943,35230,36533,32658,33060,43200,39602,34922,13019,30397,30515,30635,38639,40175,40637,42510,42711,43028,43384,43831,56744,57082,63558,90818,186619,185561,146169,151127,203722,189797,189848,153174,95374,73334,59203,
流动资产(万元),34028,33668,28386,34590,14966,11865,11623,15235,13026,14218,13984,14124,22835,30148,26867,26854,42157,35530,29122,9019,29529,29637,29738,30922,29632,29925,30864,30858,30782,31104,30157,35546,35475,0,66705,152863,149345,99226,97109,150813,144507,144173,114920,67549,51511,44844,
总负债(万元),10420,9718,5630,10022,16314,11619,10087,13298,3747,4295,2998,3411,3017,4962,640,2329,13670,10362,6079,1410,172901,168162,166187,173178,168252,166010,163262,160820,158484,156134,154019,152434,149731,144591,139694,133150,123520,68619,66667,99507,95723,94020,90662,60728,45010,32111,
流动负债(万元),6851,7485,5297,10022,14478,11419,9687,13298,3469,3915,2518,2833,2343,4962,640,2329,13670,10362,6079,1410,172901,168162,166187,173178,168252,166010,163056,160613,158277,155929,153688,152220,149522,0,138221,131707,122084,68411,66459,97838,93148,91755,88016,57004,43239,30210,
股东权益不含少数股东权益(万元),50016,49772,51735,48706,34998,34817,34438,34259,33753,33753,34078,33124,31863,31335,32027,30540,29530,29240,28843,11610,-147604,-142765,-140693,-142293,-136772,-134228,-130697,-128172,-125665,-123077,-120516,-109160,-106242,-95018,-62979,37093,45313,60246,66502,67947,65916,63795,38871,30829,27455,26960,
净资产收益率加权(%),2.34,1.84,0.23,34.83,1.44,1.51,3.05,3.37,3.06,1.88,3.39,8.12,4.33,1.53,0.94,6.21,4.92,1.55,0.27,-194.77,--,--,--,--,0,--,--,--,--,--,0,0,--,0,--,--,-38.48,--,--,--,0,0,0,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
