,Code,2018,2017
2895,300110,2,3
2896,300111,5,1
2897,300112,1,3
2898,300113,1,3
2899,300114,0,0
2900,300115,2,4
2901,300116,5,5
2902,300117,2,2
2903,300118,8,3
2904,300119,1,2
2905,300120,5,3
2906,300121,3,2
2907,300122,3,1
2908,300123,3,4
2909,300124,0,0
2910,300125,3,4
2911,300126,1,1
2912,300127,0,0
2913,300128,0,0
2914,300129,0,0
2915,300130,7,3
2916,300131,6,7
2917,300132,4,2
2918,300133,4,3
2919,300134,5,1
2920,300135,1,1
2921,300136,1,1
2922,300137,1,1
2923,300139,1,2
2924,300140,6,7
2925,300141,2,5
2926,300142,2,2
2927,300143,5,4
2928,300144,1,1
2929,300145,2,4
2930,300146,4,3
2931,300147,2,4
2932,300148,4,2
2933,300149,4,3
2934,300150,4,6
2935,300151,1,1
2936,300152,7,7
2937,300153,3,1
2938,300154,2,3
2939,300155,1,1
2940,300156,1,5
2941,300157,2,3
2942,300158,2,5
2943,300159,2,4
2944,300160,1,0
2945,300161,0,2
2946,300162,3,4
2947,300163,5,2
2948,300164,3,0
2949,300165,0,1
2950,300166,1,5
2951,300167,4,6
2952,300168,6,1
2953,300169,4,3
2954,300170,2,0
2955,300171,0,1
2956,300173,2,1
2957,300174,4,1
2958,300175,4,9
2959,300176,6,4
2960,300177,6,5
2961,300178,3,3
2962,300179,1,2
2963,300180,1,2
2964,300181,2,2
2965,300182,1,1
2966,300183,1,2
2967,300184,5,1
2968,300185,1,0
2969,300186,0,5
2970,300187,2,2
2971,300188,1,5
2972,300189,1,2
2973,300190,3,4
2974,300191,4,2
2975,300192,4,2
2976,300193,3,4
2977,300194,1,6
2978,300195,3,2
2979,300196,1,6
2980,300197,4,2
2981,300198,2,3
2982,300199,1,2
2983,300200,1,4
2984,300201,1,0
2985,300202,0,3
2986,300203,1,2
2987,300204,1,3
2988,300205,4,3
2989,300206,1,4
2990,300207,5,3
2991,300208,1,4
2992,300210,0,0
2993,300211,1,4
2994,300212,4,1
2995,300213,1,2
2996,300214,2,2
2997,300215,3,2
2998,300216,4,3
2999,300217,2,1
3000,300219,7,5
3001,300220,1,2
3002,300221,5,3
3003,300222,2,1
3004,300223,2,1
3005,300224,1,3
3006,300225,3,8
3007,300226,7,2
3008,300228,7,5
3009,300229,1,1
3010,300230,3,2
3011,300231,3,2
3012,300232,4,3
3013,300233,2,3
3014,300234,4,4
3015,300235,1,4
3016,300236,2,1
3017,300237,4,4
3018,300238,4,2
3019,300239,2,1
3020,300240,3,3
3021,300241,5,4
3022,300242,5,3
3023,300243,4,2
3024,300244,2,4
3025,300245,2,2
3026,300246,0,0
3027,300247,2,1
3028,300248,2,3
3029,300249,3,4
3030,300250,3,1
3031,300251,4,1
3032,300252,6,5
3033,300253,2,0
3034,300254,0,1
3035,300255,3,5
3036,300256,4,0
3037,300257,0,0
3038,300258,0,2
3039,300259,2,2
3040,300260,3,4
3041,300261,3,4
3042,300262,3,3
3043,300263,3,0
3044,300264,0,1
3045,300265,5,4
3046,300266,5,1
3047,300267,2,4
3048,300268,5,5
3049,300269,4,0
3050,300270,0,2
3051,300271,3,3
3052,300272,1,6
3053,300273,8,4
3054,300274,3,1
3055,300275,2,2
3056,300276,1,2
3057,300277,2,4
3058,300278,3,4
3059,300279,5,4
3060,300280,5,2
3061,300282,2,3
3062,300283,0,0
3063,300284,0,0
3064,300285,3,5
3065,300286,2,1
3066,300287,2,2
3067,300288,2,6
3068,300289,3,1
3069,300290,1,4
3070,300291,2,3
3071,300292,8,6
3072,300293,1,2
3073,300294,3,4
3074,300295,2,1
3075,300296,4,8
3076,300297,6,5
3077,300298,3,4
3078,300299,3,2
3079,300300,5,3
3080,300301,7,9
3081,300302,3,4
3082,300303,4,2
3083,300304,1,2
3084,300305,3,2
3085,300306,2,0
3086,300307,0,2
3087,300308,4,3
3088,300309,3,1
3089,300310,2,2
3090,300311,7,1
3091,300312,3,4
3092,300313,4,0
3093,300314,0,2
3094,300315,4,3
3095,300316,1,5
3096,300317,8,1
3097,300318,1,2
3098,300319,4,2
3099,300320,2,1
3100,300321,1,3
3101,300322,3,6
3102,300323,5,5
3103,300324,3,2
3104,300325,5,5
3105,300326,2,0
3106,300327,0,2
3107,300328,2,3
3108,300329,1,1
3109,300331,1,1
3110,300332,4,9
3111,300333,0,0
3112,300334,3,2
3113,300335,2,2
3114,300336,1,1
3115,300337,1,2
3116,300338,6,3
3117,300339,4,5
3118,300340,2,4
3119,300341,2,2
3120,300342,4,3
3121,300343,4,2
3122,300344,5,2
3123,300345,2,3
3124,300346,2,1
3125,300347,4,4
3126,300348,3,4
3127,300349,3,3
3128,300350,3,3
3129,300351,1,1
3130,300352,2,1
3131,300353,2,2
3132,300354,1,4
3133,300355,8,2
3134,300356,1,1
3135,300357,2,1
3136,300358,1,0
3137,300359,0,3
3138,300360,5,0
3139,300361,0,6
3140,300362,8,4
3141,300363,2,2
3142,300364,5,4
3143,300365,3,1
3144,300366,4,6
3145,300367,7,6
3146,300368,4,2
3147,300369,3,4
3148,300370,1,3
3149,300372,0,0
3150,300373,3,3
3151,300374,4,4
3152,300375,3,3
3153,300376,5,6
3154,300377,1,1
3155,300378,1,4
3156,300379,1,1
3157,300380,1,3
3158,300381,6,3
3159,300382,4,1
3160,300383,1,6
3161,300384,1,2
3162,300385,2,2
3163,300387,3,2
3164,300388,8,8
3165,300389,3,4
3166,300390,1,1
3167,300391,0,0
3168,300392,4,3
3169,300393,4,7
3170,300394,2,3
3171,300395,1,1
3172,300396,3,2
3173,300397,1,2
3174,300398,1,4
3175,300399,1,1
3176,300400,3,1
3177,300401,2,1
3178,300402,3,3
3179,300403,1,1
3180,300404,3,3
3181,300405,1,2
3182,300406,2,0
3183,300407,0,2
3184,300408,4,2
3185,300409,7,6
3186,300410,3,4
3187,300411,3,3
3188,300412,3,3
3189,300413,6,1
3190,300414,2,1
3191,300415,3,1
3192,300416,4,1
3193,300418,6,1
3194,300419,0,0
3195,300420,1,3
3196,300421,4,3
3197,300422,3,5
3198,300423,2,2
3199,300424,6,4
3200,300425,2,2
3201,300426,7,5
3202,300427,3,3
3203,300428,2,1
3204,300429,1,2
3205,300430,2,4
3206,300431,7,4
3207,300432,1,2
3208,300433,5,3
3209,300434,3,2
3210,300435,1,1
3211,300436,5,4
3212,300437,4,4
3213,300438,1,3
3214,300439,4,1
3215,300440,4,4
3216,300441,2,1
3217,300442,0,0
3218,300443,0,0
3219,300444,5,4
3220,300445,2,3
3221,300446,1,1
3222,300448,4,5
3223,300449,3,4
3224,300450,4,3
3225,300451,2,5
3226,300452,1,1
3227,300453,1,3
3228,300455,2,1
3229,300456,4,5
3230,300457,5,4
3231,300458,2,2
3232,300459,5,2
3233,300460,1,2
3234,300461,1,4
3235,300462,1,4
3236,300463,4,3
3237,300464,4,2
3238,300465,2,7
3239,300466,3,3
3240,300467,5,7
3241,300468,1,2
3242,300469,7,5
3243,300470,3,2
3244,300471,2,1
3245,300472,2,1
3246,300473,3,4
3247,300474,3,1
3248,300475,1,1
3249,300476,2,2
3250,300477,2,9
3251,300478,2,2
3252,300479,1,4
3253,300480,4,2
3254,300481,0,0
3255,300482,5,3
3256,300483,4,2
3257,300484,3,2
3258,300485,3,1
3259,300486,3,5
3260,300487,2,2
3261,300488,1,2
3262,300489,1,2
3263,300490,2,4
3264,300491,4,3
3265,300492,2,1
3266,300493,3,1
3267,300494,2,2
3268,300495,3,4
3269,300496,4,4
3270,300497,5,1
3271,300498,3,1
3272,300499,2,1
3273,300500,6,2
3274,300501,2,1
3275,300502,2,4
3276,300503,2,3
3277,300504,1,3
3278,300505,2,6
3279,300506,4,3
3280,300507,1,0
3281,300508,0,3
3282,300509,1,4
3283,300510,5,4
3284,300511,7,1
3285,300513,2,2
3286,300514,2,2
3287,300515,2,1
3288,300516,2,1
3289,300517,2,2
3290,300518,2,2
3291,300519,1,2
3292,300520,4,1
3293,300521,2,2
3294,300522,1,3
3295,300523,3,4
3296,300525,3,4
3297,300526,2,3
3298,300528,0,0
3299,300529,3,5
3300,300530,3,1
3301,300531,3,2
3302,300532,1,2
3303,300533,1,1
3304,300534,1,1
3305,300535,4,3
3306,300536,3,5
3307,300537,2,3
3308,300538,4,1
3309,300539,3,2
3310,300540,2,2
3311,300541,4,2
3312,300542,3,4
3313,300543,3,5
3314,300545,2,1
3315,300546,2,3
3316,300547,2,2
3317,300549,1,1
3318,300550,1,2
3319,300551,2,1
3320,300552,3,3
3321,300553,0,0
3322,300554,1,1
3323,300555,2,1
3324,300556,4,1
3325,300557,1,2
3326,300558,2,3
3327,300559,2,2
3328,300560,4,1
3329,300561,4,2
3330,300562,4,2
3331,300563,1,2
3332,300565,3,1
3333,300566,3,6
3334,300567,3,3
3335,300568,5,2
3336,300570,1,4
3337,300571,3,6
3338,300572,2,2
3339,300573,2,1
3340,300575,0,0
3341,300576,1,2
3342,300577,3,5
3343,300578,4,3
3344,300579,2,3
3345,300580,0,0
3346,300581,3,3
3347,300582,2,2
3348,300583,1,7
3349,300584,2,2
3350,300585,2,2
3351,300586,3,2
3352,300587,5,2
3353,300588,4,2
3354,300589,0,0
3355,300590,2,2
3356,300591,3,2
3357,300592,1,1
3358,300593,3,3
3359,300595,0,0
3360,300596,3,2
3361,300597,0,0
3362,300598,1,1
3363,300599,0,0
3364,300600,2,1
3365,300601,3,3
3366,300602,5,1
3367,300603,5,3
3368,300604,2,2
3369,300605,2,1
3370,300606,1,3
3371,300607,5,4
3372,300608,2,2
3373,300609,1,1
3374,300610,1,3
3375,300611,2,4
3376,300612,3,0
3377,300613,0,4
3378,300615,4,2
3379,300616,3,3
3380,300617,3,4
3381,300618,2,3
3382,300619,2,2
3383,300620,1,1
3384,300621,3,2
3385,300622,3,3
3386,300623,3,2
3387,300625,1,3
3388,300626,2,2
3389,300627,1,3
3390,300628,1,3
3391,300629,2,2
3392,300630,5,2
3393,300631,2,1
3394,300632,1,3
3395,300633,2,1
3396,300634,0,0
3397,300635,2,1
3398,300636,0,0
3399,300637,1,3
3400,300638,7,3
3401,300639,4,3
3402,300640,3,2
3403,300641,2,1
3404,300643,1,1
3405,300644,2,3
3406,300645,1,0
3407,300646,0,6
3408,300647,6,3
3409,300648,3,0
3410,300649,0,1
3411,300650,1,5
3412,300651,5,1
3413,300652,2,1
3414,300653,2,1
3415,300654,3,5
3416,300655,5,4
3417,300656,3,9
3418,300657,4,1
3419,300658,1,3
3420,300659,4,4
3421,300660,3,3
3422,300661,4,3
3423,300663,4,3
3424,300664,3,2
3425,300665,2,1
3426,300666,4,1
3427,300667,3,3
3428,300668,4,2
3429,300669,2,1
3430,300670,3,1
3431,300671,2,5
3432,300672,2,3
3433,300673,5,3
3434,300675,2,3
3435,300676,4,3
3436,300677,3,4
3437,300678,1,1
3438,300679,4,2
3439,300680,2,6
3440,300681,3,1
3441,300682,5,3
3442,300683,2,1
3443,300684,3,2
3444,300685,2,4
3445,300686,3,3
3446,300687,1,1
3447,300688,2,2
3448,300689,3,2
3449,300690,1,1
3450,300691,3,4
3451,300692,1,3
3452,300693,3,3
3453,300695,2,1
3454,300696,2,2
3455,300697,2,2
3456,300698,1,3
3457,300699,1,2
3458,300700,1,6
3459,300701,1,4
3460,300702,4,4
3461,300703,2,3
3462,300705,1,2
3463,300706,0,0
3464,300707,2,2
3465,300708,3,3
3466,300709,1,2
3467,300710,0,0
3468,300711,2,1
3469,300712,4,3
3470,300713,4,2
3471,300715,3,3
3472,300716,1,3
3473,300717,2,2
3474,300718,2,4
3475,300719,3,4
3476,300720,1,1
3477,300721,3,3
3478,300722,3,2
3479,300723,4,2
3480,300724,3,4
3481,300725,6,5
3482,300727,2,0
3483,300728,0,3
3484,300730,0,0
3485,300731,5,3
3486,300733,1,2
3487,300736,3,4
3488,300738,2,3
3489,300740,1,0
3490,300741,0,4
3491,300743,2,2
3492,300745,2,4
3493,300747,3,0
3494,300748,0,2
3495,300750,3,1
3496,300752,3,0
3497,300753,0,0
3498,300755,0,0
3499,300756,0,0
3500,300757,0,0
3501,300758,0,0
3502,300759,0,2
3503,300761,0,0
